gene_name	log2(fold_change)	p_value
Dhc98D	1,02634	0,00365
Cyp311a1	1,02314	0,00545
Alas	1,02267	5,00E-05
Oda	1,01694	5,00E-05
CR44645	1,01555	0,01585
CG31431	1,01525	0,01305
vn	1,01348	0,00685
CG11168	1,00999	0,0003
Scgdelta	1,00927	0,01015
CG4020	1,00516	5,00E-05
BCAS2	-1,0004	5,00E-05
Blos3	-1,00091	0,0104
CG15525	-1,00095	0,0001
CG15047	-1,00347	0,00525
Sdhaf3	-1,00596	5,00E-05
Dim1	-1,0061	5,00E-05
CG32202	-1,00629	5,00E-05
asf1	-1,0072	5,00E-05
thoc6	-1,00739	5,00E-05
lin-52	-1,00977	5,00E-05
cid	-1,01355	5,00E-05
Neos	-1,01361	5,00E-05
Roc2	-1,01382	0,0062
CG18789	-1,01412	0,003
Cbp20	-1,01441	5,00E-05
CG9922	-1,01496	5,00E-05
CG8142	-1,01508	5,00E-05
CG6843	-1,01656	5,00E-05
U2A	-1,01685	5,00E-05
Orc5	-1,01814	5,00E-05
spt4	-1,01918	5,00E-05
CG6693	-1,01963	5,00E-05
CG7357	-1,02105	5,00E-05
Rad9	-1,02156	0,0004
mRpS18A	-1,02236	5,00E-05
Sem1	-1,02293	5,00E-05
SNRPG	-1,02296	5,00E-05
CG12018	-1,0248	5,00E-05
HP4	-1,02492	5,00E-05
mdlc	-1,02734	5,00E-05
CG11808	-1,03034	0,0001
CG18190	-1,03244	5,00E-05
BthD	-1,03258	5,00E-05
CG34015	-1,0332	5,00E-05
CG16865	-1,03419	5,00E-05
CG17266	-1,03469	0,0011
l(2)k10201	-1,03663	0,0001
CG4730	-1,03696	5,00E-05
CG34149	-1,03799	0,0003
GstD3	-1,04308	0,0007
CG30467	-1,04625	5,00E-05
MED22	-1,04819	5,00E-05
CG3226	-1,04851	5,00E-05
CG8435	-1,04962	5,00E-05
CG2021	-1,05412	0,0008
Chrac-16	-1,05448	5,00E-05
CG7840	-1,05628	5,00E-05
mad2	-1,05882	5,00E-05
nmdyn-D7	-1,06036	5,00E-05
l(2)35Cc	-1,0606	0,02375
aurB	-1,06187	5,00E-05
Sws1	-1,06935	5,00E-05
mms4	-1,06947	5,00E-05
CR45264	-1,07248	5,00E-05
CG4854	-1,07475	0,0003
MAGE	-1,07483	5,00E-05
Ada	-1,0789	0,0005
CG8490	-1,08209	5,00E-05
Jabba	-1,08502	5,00E-05
CG31251	-1,08591	5,00E-05
CG8441	-1,08794	5,00E-05
CG5516	-1,089	5,00E-05
CG34174	-1,08934	0,00355
mei-P22	-1,09137	0,0091
Uch	-1,09167	5,00E-05
CG11164	-1,09645	5,00E-05
CG5808	-1,09985	5,00E-05
Sgf11	-1,10116	5,00E-05
icln	-1,10169	5,00E-05
CG10635	-1,10404	5,00E-05
Cwc25	-1,10537	0,00055
gnu	-1,10559	5,00E-05
SmF	-1,11429	5,00E-05
CG5194	-1,11459	5,00E-05
Fen1	-1,11587	5,00E-05
CR44966	-1,11599	0,02705
CG42487,CG4884	-1,1185	5,00E-05
CG17361	-1,11858	5,00E-05
CG15896	-1,12068	5,00E-05
Sas-6	-1,12268	5,00E-05
Ndc80	-1,12322	5,00E-05
l(2)35Be	-1,13692	5,00E-05
Nuf2	-1,13769	5,00E-05
CG14352	-1,14113	0,00115
CG13373	-1,14758	5,00E-05
Uch-L5	-1,14771	5,00E-05
Chrac-14	-1,15641	5,00E-05
msd5	-1,15834	5,00E-05
msd1	-1,16136	5,00E-05
CG13599	-1,16614	5,00E-05
Hsp27	-1,17068	5,00E-05
BigH1	-1,17394	5,00E-05
CG3326	-1,19319	0,00505
CG18586,CG5568	-1,23371	5,00E-05
CG13690	-1,23913	5,00E-05
CG7593	-1,24606	5,00E-05
CG33213	-1,24648	5,00E-05
CG1503	-1,27281	0,00515
CR45036	-1,31089	0,0103
Alp2	-1,35963	5,00E-05
CG17224	-1,37566	5,00E-05
snRNA:U11	-1,3935	5,00E-05
CR43651	-1,40925	5,00E-05
CG31950	-1,4688	0,00055
CG12708	-1,49271	5,00E-05
CG11700	-1,66153	0,0061
CG10943	-1,68704	0,0065
CG42857	-1,70266	0,01465
CG43064	-1,71067	0,0014
CG7542	-1,72688	0,00275
CR43857,mir-275	-1,82687	5,00E-05
CG15646	-2,16646	0,00205
CG10592	-2,18984	0,00035
Dpt	-2,1966	5,00E-05
CG15043	-2,2203	5,00E-05
His2B:CG33868	-2,253	0,00425
Vm26Aa	-2,26107	5,00E-05
CG11671	-2,77339	5,00E-05
CG42825	-2,7907	0,0256
CG5150	-2,86968	0,00025
LysX	-3,13817	0,0001
CG32368	-4,64763	5,00E-05
Vm34Ca	-4,78498	5,00E-05
