gene_name	log2(fold_change)	p_value
Buffy	1,2025	0,00055
CG5022	1,20184	0,00375
CG15117	1,2018	0,00165
sals	1,19897	5,00E-05
CG10126	1,19813	5,00E-05
CG17739	1,19484	5,00E-05
Rgk3	1,19408	5,00E-05
sob	1,19281	0,0146
Inos	1,19171	5,00E-05
CG9331	1,1915	5,00E-05
ninaB	1,19147	0,0237
CG31467	1,19143	0,0278
Pax	1,19115	5,00E-05
CG11409	1,19022	0,00495
Ca-beta	1,18925	0,00095
CG34056,CG34057	1,18829	0,0043
pyd3	1,188	5,00E-05
l(2)efl	1,18661	5,00E-05
CG34166	1,18595	0,0014
CR44996	1,18554	0,0243
ade3	1,18507	5,00E-05
CG5538,Desat1	1,18493	5,00E-05
Ag5r	1,18457	5,00E-05
how	1,18334	5,00E-05
CG7365	1,18165	0,00125
CG12224	1,17932	0,0026
vn	1,17825	0,00175
CR43870	1,17796	0,03085
Rbp9	1,17758	0,00015
Vdup1	1,17485	5,00E-05
Rhp	1,17377	0,00215
CG10362	1,17273	0,00255
CG9286	1,17141	0,0005
Damm	1,17061	0,00225
Tm1	1,16931	5,00E-05
CG14125	1,16902	5,00E-05
CG8086	1,16901	5,00E-05
CG43897	1,16862	5,00E-05
RpLP1	1,1685	5,00E-05
CG1674	1,16714	5,00E-05
CG32486	1,16667	5,00E-05
PPO2	1,16635	0,01095
GLS	1,1649	5,00E-05
SelG	1,1643	5,00E-05
Sap47	1,16278	5,00E-05
Sec71	1,16077	5,00E-05
CG32809	1,16055	5,00E-05
alpha-Est10	1,16027	0,0114
GstD2	1,15975	0,0101
CG6357	1,15845	5,00E-05
syd	1,15829	5,00E-05
CG15394	1,15753	0,0221
CG7829	1,15668	5,00E-05
CG33521	1,15576	0,0037
CG3955	1,15356	0,02055
betaggt-II	1,15225	0,00865
Pkcdelta	1,15168	5,00E-05
Pal2	1,15128	0,0078
CG34194,CG43370	1,15005	0,02795
Tep4	1,14986	5,00E-05
CG13117	1,14952	0,0021
CtsB1	1,14775	5,00E-05
LamC	1,14708	5,00E-05
Gadd45	1,14645	5,00E-05
CG7201	1,1454	0,0259
CG3714	1,143	5,00E-05
chico	1,14183	5,00E-05
CG42321	1,13874	5,00E-05
CR45604	1,13805	5,00E-05
ckd	1,136	0,0235
SERCA	1,1341	5,00E-05
CG11619	1,13335	0,00645
cmb	1,13296	5,00E-05
CG43143	1,13235	0,00035
ClC-a	1,13231	5,00E-05
Scp1	1,13021	5,00E-05
Phm	1,12866	5,00E-05
Mhcl	1,12728	5,00E-05
pHCl	1,12603	5,00E-05
Proc-R	1,12599	0,0002
CG30046	1,12405	0,0011
conv	1,12364	0,0298
Rbp1-like	1,12337	5,00E-05
CG14655	1,12318	5,00E-05
CG12780	1,12277	0,00135
CR45054	1,12266	0,01125
Cyp313a3	1,12216	0,0212
CG30503,kappaB-Ras	1,12108	0,0039
CG30056,fra	1,12107	5,00E-05
DIP1	1,11984	5,00E-05
btsz	1,11766	5,00E-05
plx	1,1152	5,00E-05
Dad	1,1146	5,00E-05
CG14767	1,11287	5,00E-05
ImpL3	1,1124	0,0004
VhaM8.9	1,11132	5,00E-05
eyg	1,11004	0,0259
Pkc98E	1,10993	5,00E-05
Traf-like	1,10837	0,00965
GluClalpha	1,10512	5,00E-05
PhKgamma	1,10198	5,00E-05
Atg8a	1,09954	5,00E-05
aru	1,09897	5,00E-05
Cda9	1,09822	5,00E-05
CG15879	1,09621	0,02945
CG4239	1,09601	5,00E-05
sdt	1,09468	5,00E-05
CG10467,CG10469	1,09111	5,00E-05
CR45601	1,09054	0,0003
Lerp	1,09011	5,00E-05
SREBP	1,08943	5,00E-05
CG5010	1,08918	5,00E-05
Itgbn	1,08869	0,0256
tadr	1,08862	0,0017
CR44704	1,08732	5,00E-05
Elp2	1,08678	0,00185
CG3902	1,08662	5,00E-05
bol	1,08607	5,00E-05
Vha44	1,0851	5,00E-05
siz	1,08455	5,00E-05
CG6345	1,08418	0,02575
wbl	1,08343	0,01185
Trpm	1,08269	5,00E-05
Sema-5c	1,08165	0,00035
shn	1,08094	0,00285
SdhB	1,08031	5,00E-05
CG9497	1,08008	0,0207
RpS8	1,07986	5,00E-05
CG4757	1,07847	0,0018
RpS20	1,07624	5,00E-05
RpL38	1,07488	5,00E-05
CG4660	1,07391	0,00885
mle	1,0696	5,00E-05
CG30271,CG30274,CG42284	1,06896	0,029
Ets96B	1,06884	0,03015
CG2841	1,06529	5,00E-05
Octbeta2R	1,06454	0,00235
Ten-m	1,06277	5,00E-05
CG10082	1,06271	5,00E-05
Fer1HCH	1,06251	5,00E-05
CG6574	1,06201	0,00075
emc	1,05872	5,00E-05
Cct1,Cct2	1,05583	5,00E-05
cbt	1,05527	0,00105
sage	1,05494	0,0158
ND-51	1,05056	5,00E-05
CG3308	1,04855	5,00E-05
CG42397	1,04717	0,00155
CG16721	1,04636	5,00E-05
CG11791	1,04514	5,00E-05
CG13012	1,04471	0,0224
Hsromega	1,0424	5,00E-05
CAH2	1,04238	5,00E-05
ND-49	1,04067	5,00E-05
Non1	1,03626	5,00E-05
CG7402	1,03599	0,01795
CG12099	1,03564	5,00E-05
Grip	1,03439	0,0024
tud	1,03434	5,00E-05
CREG	1,02831	5,00E-05
Rab9	1,02771	0,0008
CG40178	1,0266	0,0004
Smg5	1,02502	5,00E-05
CG6746	1,02446	0,0023
Sam-S	1,02427	5,00E-05
CG11686	1,02336	0,0001
caup	1,02301	0,00405
CG8147	1,02155	0,00625
trn	1,01825	0,01865
ZnT41F	1,01811	0,0004
Vha16-1	1,0178	5,00E-05
sta	1,01727	5,00E-05
CG8417	1,01713	5,00E-05
Rim2	1,01703	5,00E-05
ND-75	1,01643	5,00E-05
CG2794	1,0162	0,0031
RpL32	1,01608	5,00E-05
CG14757	1,01528	0,00815
RpS29	1,01423	5,00E-05
CG32221	1,01411	0,00265
CG4036	1,01247	0,00225
CG40485	1,0079	5,00E-05
Hers	1,00721	5,00E-05
sinu	1,0068	0,00065
FMRFaR	1,0053	0,0119
Pino	1,00213	5,00E-05
UQCR-C2	1,0003	5,00E-05
CG10321	-1,0011	5,00E-05
CG5355	-1,0012	5,00E-05
CG8134	-1,00204	0,02215
CG9304	-1,00275	5,00E-05
CG11337	-1,0028	0,01745
CG18600	-1,00304	5,00E-05
CG12128	-1,00322	0,0001
CG12010	-1,00327	0,0003
CG6236	-1,00328	5,00E-05
CG33276	-1,00375	0,01755
z	-1,00415	0,00015
CG10254	-1,00426	5,00E-05
Uhg3,snoRNA:Me28S-C2645a,snoRNA:Me28S-C2645b	-1,00492	0,0006
Dpit47	-1,00512	5,00E-05
GCC88	-1,00513	5,00E-05
CG43273	-1,00596	0,0159
mbt	-1,00635	5,00E-05
Ptip	-1,00657	5,00E-05
CR44065	-1,00681	0,00015
Rbpn-5	-1,00751	0,02415
CG33671	-1,00785	5,00E-05
da	-1,00815	5,00E-05
Ravus	-1,00837	0,002
CG18508	-1,00837	0,0003
Lig4	-1,00848	0,0005
CG7427	-1,00856	5,00E-05
CG17598	-1,00924	0,0001
baf	-1,00934	0,00115
CG4098	-1,00978	0,0015
GstT1	-1,00996	5,00E-05
mtTFB2	-1,01003	0,01575
Not11	-1,01005	0,0009
CG12125	-1,01029	0,0002
LSm7	-1,01056	0,0003
APC10	-1,01056	0,02875
Cdk9	-1,01087	5,00E-05
Spt20	-1,01105	5,00E-05
CG5934	-1,01153	0,001
beta3GalTII	-1,01158	0,0037
CG32022	-1,01184	0,00185
CG5664	-1,01257	0,01975
Dhfr	-1,0127	0,0037
GstE13	-1,01293	0,01505
CG9231	-1,01339	5,00E-05
CG6983	-1,0136	5,00E-05
CG9773	-1,01363	0,00055
ebd1	-1,01458	5,00E-05
CG6015	-1,01513	5,00E-05
CG11999	-1,01572	5,00E-05
for	-1,01753	5,00E-05
Prp3	-1,01773	5,00E-05
otk2	-1,01802	0,022
CG42455,vnc	-1,01819	5,00E-05
CG4612	-1,01826	5,00E-05
P32	-1,01885	5,00E-05
pzg	-1,01898	5,00E-05
nom	-1,01921	0,00035
Tsp66E	-1,01941	5,00E-05
Gapdh2	-1,01955	5,00E-05
CG33181	-1,01966	0,0064
schlank	-1,01983	5,00E-05
CG11474,CG11475	-1,01996	0,01005
CG14103	-1,02051	5,00E-05
AdSL	-1,02054	5,00E-05
zfh1	-1,02106	5,00E-05
CG5823	-1,02111	5,00E-05
e(r)	-1,02137	5,00E-05
CG32165	-1,02145	0,0001
CG43736	-1,02185	5,00E-05
CG43780,CG43781	-1,02201	5,00E-05
CG7997	-1,02207	5,00E-05
Jafrac2	-1,02232	0,0049
CG33123	-1,02234	5,00E-05
CG2260	-1,02309	0,00015
ste24a	-1,02315	5,00E-05
Wdr82	-1,02333	0,00015
jagn	-1,02349	0,0071
CG10338	-1,02355	5,00E-05
mRpL15	-1,02368	0,0004
Mob4	-1,02372	0,00215
spas	-1,02407	0,00095
CG15356	-1,02441	5,00E-05
CG7705	-1,02489	0,0002
Ufd1-like	-1,02522	0,00025
Hus1-like,ctrip	-1,02525	0,00025
Tudor-SN	-1,02529	5,00E-05
CG8209	-1,02588	5,00E-05
Grip75	-1,02601	0,00045
Ge-1	-1,0264	5,00E-05
Naa60	-1,02675	5,00E-05
CG14860	-1,02697	0,0006
Tim9a	-1,02697	0,0004
pelo	-1,02712	5,00E-05
Dph5	-1,02712	5,00E-05
CG2938	-1,02716	5,00E-05
mal	-1,02769	5,00E-05
CG3634	-1,02805	5,00E-05
CG4089	-1,02805	0,0012
CG17734	-1,0282	5,00E-05
CG3817	-1,02965	5,00E-05
Pmm45A	-1,02977	5,00E-05
TER94	-1,0298	5,00E-05
XNP	-1,03015	5,00E-05
CSN3	-1,03017	5,00E-05
Mys45A	-1,03022	5,00E-05
128up	-1,0305	5,00E-05
CG4925	-1,03108	0,00085
CG5498	-1,03139	5,00E-05
CG9005	-1,03142	5,00E-05
Ced-12	-1,03187	5,00E-05
Torsin	-1,03188	0,00215
Tailor	-1,03238	5,00E-05
corto	-1,03418	5,00E-05
Prosbeta7	-1,03483	5,00E-05
sax	-1,0354	5,00E-05
CG2941	-1,03623	0,00145
CG8866	-1,0363	5,00E-05
Rrp47	-1,03642	0,0001
Bet3,Nf-YA	-1,03674	0,0002
shep	-1,03719	5,00E-05
CG11858	-1,03829	0,0199
CG2614	-1,0383	0,00105
Unr	-1,03856	5,00E-05
CG11560	-1,03896	0,0009
ari-1	-1,03914	5,00E-05
CG10237	-1,04006	5,00E-05
CG7200	-1,04019	0,001
CG31961	-1,04056	5,00E-05
CG4585	-1,04113	5,00E-05
CG3163	-1,04116	0,0005
MED1	-1,04169	5,00E-05
Sec61gamma	-1,04178	5,00E-05
Cyp6t1	-1,04179	0,0023
zpg	-1,04246	0,0007
rngo	-1,04341	0,00015
CG31344	-1,04374	5,00E-05
Arl1	-1,04402	0,0002
Ykt6	-1,04411	5,00E-05
LBR	-1,04447	5,00E-05
CG6511	-1,04479	5,00E-05
Rpt3	-1,04508	5,00E-05
CG31650	-1,04545	0,01115
CG10465	-1,04552	5,00E-05
mod	-1,04569	5,00E-05
CG6418	-1,04632	0,006
pon	-1,04687	0,00095
CG8611	-1,04728	5,00E-05
CG2921	-1,04742	0,00015
Mer	-1,04746	5,00E-05
CG2126	-1,04757	0,0091
tth	-1,04776	5,00E-05
Sk2	-1,04779	5,00E-05
CR46138	-1,04852	5,00E-05
Ing3	-1,04858	5,00E-05
Srp54	-1,04913	5,00E-05
CG17593	-1,04999	5,00E-05
fidipidine	-1,05011	0,00025
CG15168	-1,05044	0,00015
CG4538,Surf6	-1,05051	5,00E-05
CG17565	-1,05185	5,00E-05
Ptp69D	-1,05312	5,00E-05
CG7656	-1,05314	5,00E-05
Jupiter	-1,05319	5,00E-05
eIF2B-delta	-1,05352	0,00095
Pgam5	-1,05367	0,00455
Csl4	-1,05374	5,00E-05
m-cup	-1,05375	5,00E-05
yip2	-1,05398	5,00E-05
CG4065	-1,05497	5,00E-05
CG5745	-1,05573	0,0001
CG3281	-1,0558	0,0002
CG33169	-1,05611	0,0013
Gga	-1,05638	5,00E-05
cactin	-1,05665	5,00E-05
CG14764	-1,05672	5,00E-05
CG5727	-1,05711	0,00195
Seipin	-1,05715	0,0001
ebo	-1,0574	5,00E-05
CG7519	-1,05789	5,00E-05
Hr39	-1,05811	5,00E-05
sel	-1,05811	5,00E-05
CG15747	-1,05847	5,00E-05
CG42360	-1,05856	0,00055
CG7239	-1,05904	5,00E-05
mub	-1,06007	5,00E-05
CSN4	-1,06023	5,00E-05
Nat1	-1,06035	5,00E-05
pico	-1,06046	5,00E-05
CG10092	-1,06052	0,03125
aft	-1,06076	0,00355
CG1667	-1,06116	0,00015
alien	-1,06172	5,00E-05
CG41099	-1,0618	5,00E-05
Droj2	-1,06192	5,00E-05
Bub1	-1,06212	5,00E-05
Snx6	-1,06369	5,00E-05
cact	-1,06423	5,00E-05
CG45101	-1,06444	5,00E-05
Tango10	-1,06508	5,00E-05
CG5728	-1,06526	5,00E-05
Ugt	-1,06589	5,00E-05
mip40	-1,0661	5,00E-05
betaTub56D	-1,06613	5,00E-05
mrj	-1,0665	5,00E-05
lin	-1,06809	5,00E-05
Rnp4F	-1,06876	5,00E-05
CG6000	-1,06899	0,00425
CG3594	-1,06904	0,0004
CycK	-1,07036	5,00E-05
Magi	-1,07037	5,00E-05
DCTN4-p62	-1,07045	5,00E-05
Ntf-2	-1,07048	5,00E-05
CG14667	-1,07265	0,00025
Klp68D	-1,07271	5,00E-05
CG4686	-1,07323	5,00E-05
CG13097	-1,0733	5,00E-05
Arl2	-1,07426	0,0053
Ero1L	-1,07471	5,00E-05
CG3156	-1,07494	5,00E-05
Trax	-1,07663	0,0029
Mkk4	-1,07689	5,00E-05
mRpS17	-1,07742	5,00E-05
Rpt4	-1,07746	5,00E-05
CG7770	-1,07759	5,00E-05
CG3847	-1,07765	0,00095
CG18596	-1,07824	5,00E-05
Ku80	-1,07851	0,00035
Nup98-96	-1,07858	5,00E-05
CG6153	-1,07863	0,00125
CG11679	-1,07891	0,00015
Nup160	-1,07892	5,00E-05
GATAd	-1,07983	5,00E-05
EndoB	-1,07991	5,00E-05
CG13741,CG8080	-1,08057	5,00E-05
CG9328	-1,08087	5,00E-05
Tfb5	-1,08207	5,00E-05
CG10907	-1,0821	0,00035
NELF-B	-1,08233	5,00E-05
GlcT-1	-1,08259	5,00E-05
e(y)3	-1,08276	5,00E-05
CG4497	-1,08299	5,00E-05
CG10778	-1,0833	5,00E-05
CR45264	-1,08334	0,00035
CG2972	-1,08347	5,00E-05
slif	-1,0845	5,00E-05
CG7638	-1,08523	5,00E-05
CHORD	-1,08567	0,0021
CG42365	-1,08667	0,0131
Syx17	-1,08687	0,0005
CG11781	-1,08711	0,00205
bon	-1,08796	5,00E-05
Sec3	-1,08878	5,00E-05
CG10444	-1,08941	5,00E-05
CG9107	-1,08944	0,0004
CG30094	-1,08983	0,00155
CG33095,CG33096	-1,09085	5,00E-05
CG9967	-1,09086	0,0113
CG18259	-1,09102	0,0053
CG11180	-1,09154	0,0003
CG7685	-1,09158	0,00155
CG31517	-1,09267	0,0077
CG9186	-1,09304	0,00065
CG9123	-1,09304	0,00015
hpo	-1,09322	5,00E-05
mei-41	-1,09389	5,00E-05
Nup107	-1,0939	5,00E-05
CG7741	-1,09507	0,0008
Atac1	-1,09548	0,03165
CG5608	-1,0955	5,00E-05
Cp190	-1,09631	5,00E-05
mute	-1,09671	5,00E-05
Fur2	-1,09727	5,00E-05
CG31855	-1,09755	0,00855
CG7133	-1,09765	5,00E-05
CG6674	-1,09782	0,0014
lwr	-1,09847	5,00E-05
CG9596	-1,0989	5,00E-05
Topors	-1,09946	5,00E-05
CG10602,mRpL13	-1,10031	5,00E-05
CG1529	-1,10175	5,00E-05
TppII	-1,10183	5,00E-05
dod	-1,1022	5,00E-05
Nlp	-1,10228	5,00E-05
CG7328	-1,10289	0,00345
CG5708	-1,10374	5,00E-05
CSN8	-1,10396	0,0001
CG40191	-1,10402	5,00E-05
FBXO11	-1,10427	5,00E-05
CG16833	-1,10453	5,00E-05
CG9945	-1,10457	5,00E-05
Cdc2rk	-1,10504	0,00825
MED14	-1,10512	5,00E-05
Pex11	-1,1061	5,00E-05
CG13101	-1,10618	0,00055
CG5510	-1,10647	5,00E-05
east	-1,10666	0,00205
CenB1A	-1,1069	5,00E-05
CG11456	-1,10706	0,00905
CG3760	-1,10712	5,00E-05
CG9925	-1,10715	5,00E-05
CG10584	-1,10729	5,00E-05
CG7222	-1,10752	5,00E-05
l(3)04053	-1,10812	5,00E-05
Rlb1	-1,10839	0,00045
CG13994	-1,10846	0,0013
bw	-1,10846	0,01175
CG5285	-1,10868	0,0069
CG5916	-1,10899	5,00E-05
CG14450	-1,10964	0,00135
vig2	-1,11006	5,00E-05
CG1407	-1,11019	0,0001
CG13192	-1,11037	0,00015
trc	-1,11058	5,00E-05
CG9586	-1,11064	5,00E-05
Rabex-5	-1,11098	5,00E-05
CG8001	-1,11126	5,00E-05
Prosalpha3	-1,11158	5,00E-05
Axn	-1,11161	5,00E-05
l(2)09851	-1,11163	5,00E-05
CG8786	-1,1119	5,00E-05
mRpL32	-1,11194	0,00105
CG10435	-1,112	5,00E-05
janA,janB	-1,11253	5,00E-05
CG3735	-1,11255	5,00E-05
SA	-1,11271	5,00E-05
CG11577	-1,11319	5,00E-05
CG30051	-1,1138	0,03025
NAA20	-1,11403	5,00E-05
drosha	-1,11427	5,00E-05
Rad23	-1,11477	5,00E-05
CG15715	-1,11505	5,00E-05
CG1785	-1,1152	5,00E-05
CG10795	-1,11547	0,00015
alpha-Man-IIa	-1,1162	5,00E-05
CG10492	-1,11722	5,00E-05
Lst8	-1,11747	5,00E-05
SppL	-1,11795	5,00E-05
btz	-1,11807	5,00E-05
Nnp-1	-1,11809	5,00E-05
CG5003	-1,11834	5,00E-05
pn	-1,11856	0,00355
CG32579,CalpC	-1,11928	0,00015
CG7787	-1,1198	0,0143
CG11110	-1,11982	0,0149
Vps26	-1,11992	5,00E-05
Usp7	-1,12089	5,00E-05
Su(H)	-1,12157	0,00015
CkIIbeta	-1,12209	5,00E-05
CG30037,GalT1	-1,12257	5,00E-05
Sptr	-1,12268	5,00E-05
qkr54B	-1,12381	5,00E-05
CG12301	-1,12386	5,00E-05
CG42245,MEP-1	-1,12451	5,00E-05
Bug22	-1,12471	5,00E-05
CG42374,CG45081,CG9666	-1,12484	0,00105
Chro	-1,1249	0,0028
Cpsf160	-1,12573	5,00E-05
Capr	-1,12575	5,00E-05
gish	-1,12575	5,00E-05
mld	-1,12577	5,00E-05
e(y)1	-1,12655	0,00125
CR46081	-1,12663	0,00315
hng2	-1,12674	0,0005
Tango14	-1,12689	5,00E-05
shtd	-1,12691	5,00E-05
Der-2	-1,12751	5,00E-05
CG7889	-1,12752	0,0002
rgr	-1,12815	5,00E-05
CG30020	-1,12823	5,00E-05
Nab2	-1,12833	5,00E-05
tub	-1,12909	5,00E-05
CG10874	-1,12925	0,00055
CG6597	-1,12944	5,00E-05
Fpps	-1,1296	5,00E-05
Hrs	-1,12998	5,00E-05
CG12159	-1,13063	0,0267
g	-1,13105	5,00E-05
CG11563	-1,13191	5,00E-05
CG10495	-1,132	0,00065
CG4119	-1,13216	5,00E-05
CG10927	-1,13223	0,02415
CG8326	-1,13256	5,00E-05
Pomp	-1,13284	0,00015
CG3732	-1,13306	5,00E-05
e(y)2	-1,13314	0,0082
CG7192	-1,1332	5,00E-05
pho	-1,13341	5,00E-05
CG10616	-1,13391	5,00E-05
Non3	-1,13472	5,00E-05
CG9940	-1,13505	5,00E-05
CG2063	-1,13534	0,0134
CG32536,CG32537	-1,13547	5,00E-05
Vps51	-1,13583	0,0002
CG17249	-1,13589	0,0015
mts	-1,13624	5,00E-05
cpa	-1,13637	5,00E-05
CG15160	-1,13641	5,00E-05
tst	-1,13686	5,00E-05
l(3)psg2	-1,13692	5,00E-05
Prosbeta4	-1,13806	5,00E-05
CG31688	-1,13874	5,00E-05
CG4004	-1,13946	0,00025
Rpn10	-1,13961	5,00E-05
CG7627	-1,13977	5,00E-05
Patr-1	-1,14013	5,00E-05
l(3)mbt	-1,14027	5,00E-05
CG30096	-1,14037	0,0126
CG46280,CG46281	-1,14062	5,00E-05
CG6084	-1,1407	5,00E-05
sbb	-1,14076	5,00E-05
noi	-1,14079	5,00E-05
CG5447	-1,14087	5,00E-05
Gbeta13F	-1,14087	5,00E-05
CG10217	-1,14126	5,00E-05
CG8607	-1,14175	0,0049
PGAP3	-1,14181	0,0041
CG13001	-1,14261	0,0003
CG4502	-1,14262	5,00E-05
GalNAc-T2	-1,14262	5,00E-05
CG5220	-1,14286	5,00E-05
MED17	-1,14314	5,00E-05
BicD	-1,14332	5,00E-05
trp	-1,14338	5,00E-05
CG16734	-1,1436	0,00655
CG5038	-1,14402	0,0189
ear	-1,14466	5,00E-05
CG8108	-1,14526	5,00E-05
Tao	-1,14529	5,00E-05
sds22	-1,14536	5,00E-05
CG42240	-1,14569	5,00E-05
Prosbeta2	-1,14611	5,00E-05
mRpL14	-1,14652	5,00E-05
Asciz	-1,14743	0,01975
MCTS1	-1,1477	5,00E-05
Rpn3	-1,14789	5,00E-05
CG12107	-1,1483	5,00E-05
Ankle2	-1,14846	5,00E-05
oaf	-1,14853	5,00E-05
CG31915	-1,14856	0,029
Alh	-1,14866	0,02495
CG2712	-1,14893	0,02085
CG34219	-1,14926	0,01065
alpha-Cat	-1,15037	5,00E-05
CG13601	-1,15056	5,00E-05
dos	-1,15107	5,00E-05
CG17260	-1,15114	0,0321
CG1418	-1,15119	0,0014
CG6610	-1,15149	0,00065
CG7332	-1,1516	5,00E-05
CG17233	-1,15196	5,00E-05
CDK2AP1	-1,15213	5,00E-05
mri	-1,15252	0,00115
trus	-1,15255	5,00E-05
xmas-1,xmas-2	-1,15334	5,00E-05
MED6	-1,15376	0,00455
mRpS10	-1,15382	5,00E-05
Afti	-1,15388	0,0001
CG4281	-1,15427	5,00E-05
Taf13	-1,15444	0,00045
CG6422	-1,15454	5,00E-05
Mtp	-1,15543	5,00E-05
Sce	-1,15579	5,00E-05
Vps11	-1,15588	5,00E-05
CG30183	-1,15605	0,00085
CG14215	-1,1566	5,00E-05
Hmt4-20	-1,15738	5,00E-05
MICAL-like	-1,15782	5,00E-05
blot	-1,15848	5,00E-05
Mfap1	-1,15849	0,0006
snf	-1,15899	5,00E-05
CG15312	-1,15906	5,00E-05
Sgt1	-1,15931	5,00E-05
ovo	-1,15932	5,00E-05
CG2918	-1,15945	5,00E-05
gry	-1,16061	5,00E-05
CG17977	-1,16113	0,0101
CG1542	-1,16192	5,00E-05
CG2116	-1,16365	5,00E-05
CG13123	-1,16401	0,004
dob	-1,16469	5,00E-05
CG10098	-1,1649	5,00E-05
Su(Tpl)	-1,16527	5,00E-05
CG11885	-1,16537	0,0001
Pi3K21B	-1,16566	5,00E-05
CG32066	-1,16587	5,00E-05
RabX6	-1,1659	0,00075
akirin	-1,16679	5,00E-05
CG5412	-1,1668	5,00E-05
CG7033	-1,16705	5,00E-05
CG8668	-1,16747	5,00E-05
CG9951	-1,1676	5,00E-05
HIPP1	-1,16792	5,00E-05
CG17187	-1,16884	0,0005
E(bx)	-1,16949	5,00E-05
Nup154	-1,16977	5,00E-05
CG31301,CG42726	-1,16991	5,00E-05
CG2278,slpr	-1,17006	5,00E-05
CG16979	-1,17086	5,00E-05
CG12341	-1,17094	0,00155
pds5	-1,17225	5,00E-05
CG8545	-1,17237	5,00E-05
CG5660	-1,17247	0,0001
mtDNA-helicase	-1,17282	5,00E-05
RhoGEF4	-1,17282	5,00E-05
cold	-1,17355	5,00E-05
stc	-1,17366	5,00E-05
CG33090	-1,17378	5,00E-05
CD98hc	-1,17576	5,00E-05
Manf	-1,17583	5,00E-05
Blos4	-1,17589	0,00215
CG14805	-1,17604	5,00E-05
CG4553	-1,17611	0,00165
Bem46	-1,1766	0,0001
CG7048	-1,17714	5,00E-05
CG12909	-1,17741	5,00E-05
Aats-leu	-1,17783	5,00E-05
Rpt6	-1,17802	5,00E-05
CG3335	-1,17822	5,00E-05
CG8378	-1,17866	5,00E-05
Nup358	-1,17887	5,00E-05
Cpr49Ag	-1,17917	0,01075
ebi	-1,17948	5,00E-05
CG34404,CG6171	-1,17982	5,00E-05
CG5991	-1,18013	5,00E-05
atms	-1,18016	5,00E-05
Aats-ser	-1,18032	0,00555
CG8243	-1,18074	5,00E-05
GILT1	-1,18082	5,00E-05
pic	-1,18084	5,00E-05
CG42494,Girdin	-1,18093	5,00E-05
Tsp97E	-1,18101	5,00E-05
CG6745,CG6765	-1,18107	5,00E-05
CG10555	-1,18139	5,00E-05
CG14544	-1,182	0,0009
CG1737	-1,18323	5,00E-05
CG17712	-1,18335	5,00E-05
CG11696	-1,1837	5,00E-05
CG11583	-1,18399	5,00E-05
La	-1,18425	5,00E-05
pes	-1,18433	5,00E-05
CG12299	-1,18437	5,00E-05
Ranbp21	-1,1849	5,00E-05
dre4	-1,18675	5,00E-05
SmD2	-1,18677	5,00E-05
TAF1C-like	-1,18692	5,00E-05
Fsn	-1,18696	0,003
simj	-1,18715	5,00E-05
Utx,trk	-1,18718	5,00E-05
Brms1	-1,18874	5,00E-05
beag	-1,19002	0,00125
Prosalpha6	-1,19006	5,00E-05
CG9125	-1,19049	0,00195
Usp1	-1,19059	5,00E-05
HSPC300	-1,19086	0,00115
Rpn7	-1,19105	5,00E-05
ash1	-1,19123	5,00E-05
CG8498	-1,19147	5,00E-05
Elp3	-1,19269	5,00E-05
CG13663	-1,1927	0,00055
CG3570	-1,19311	5,00E-05
T-cp1	-1,19327	5,00E-05
emb	-1,19343	5,00E-05
CG13298	-1,19422	5,00E-05
kuz	-1,19423	5,00E-05
sigmar	-1,19489	5,00E-05
CG7130	-1,19533	0,0008
cana	-1,19545	5,00E-05
CG45068,CG45069	-1,19553	0,0305
Scox	-1,19593	5,00E-05
CG7156	-1,19664	0,00125
CG6567	-1,19724	5,00E-05
Spx	-1,19733	5,00E-05
CG17002	-1,19849	5,00E-05
CG6617	-1,19885	5,00E-05
Sin1	-1,19922	5,00E-05
UbcE2H	-1,20046	5,00E-05
CG1575	-1,20069	5,00E-05
CG6091	-1,20123	5,00E-05
Aats-met-m	-1,20133	5,00E-05
Dref	-1,20164	5,00E-05
hb	-1,20206	5,00E-05
A16	-1,20212	5,00E-05
Pp2B-14D	-1,20218	5,00E-05
SMSr	-1,20255	5,00E-05
CG2046	-1,20322	5,00E-05
Rpn1	-1,20332	5,00E-05
CG8778	-1,20357	5,00E-05
CG7943	-1,2037	5,00E-05
Aatf	-1,20396	5,00E-05
CG15916	-1,20476	5,00E-05
Aps	-1,20491	5,00E-05
CG7728	-1,20659	5,00E-05
dco	-1,20706	5,00E-05
ppan	-1,20719	5,00E-05
Prosalpha7	-1,20729	5,00E-05
DNApol-iota	-1,2074	0,00045
Adck	-1,20758	0,0012
pall	-1,20778	0,0042
Gasz	-1,20789	5,00E-05
CG9422	-1,20798	0,00145
CG1236	-1,20809	5,00E-05
CG4942	-1,20823	0,00085
Mad	-1,20839	5,00E-05
Rpn6	-1,20861	5,00E-05
hang	-1,20879	5,00E-05
Rpn12	-1,20935	5,00E-05
CG5721	-1,2096	5,00E-05
Sfmbt	-1,20998	5,00E-05
CG1677	-1,21023	5,00E-05
MED16	-1,21033	5,00E-05
CSN5	-1,21036	5,00E-05
CG3678	-1,21045	5,00E-05
Cht2	-1,21302	5,00E-05
l(3)73Ah	-1,21333	5,00E-05
CG43342,CG43343	-1,21336	0,0061
mav	-1,21353	5,00E-05
CG6325	-1,21374	5,00E-05
CG11985	-1,2139	0,0001
Nup62	-1,21423	5,00E-05
